,number,value,datetime_start,datetime_complete,duration,params_depth,params_grids_0,params_grids_1,params_grids_10,params_grids_11,params_grids_12,params_grids_13,params_grids_14,params_grids_15,params_grids_16,params_grids_17,params_grids_18,params_grids_19,params_grids_2,params_grids_3,params_grids_4,params_grids_5,params_grids_6,params_grids_7,params_grids_8,params_grids_9,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
68,68,0.07428545291917385,2025-01-05 07:32:52.067061,2025-01-05 07:33:36.978632,0 days 00:00:44.911571,17,9,11.0,12.0,15.0,2.0,7.0,1.0,1.0,1.0,,,,6.0,8.0,13.0,7.0,15.0,9.0,11.0,10.0,20,25.0,50.0,40.0,5.0,30.0,35.0,60.0,5.0,,,,5.0,10.0,40.0,40.0,15.0,45.0,50.0,15.0,COMPLETE
69,69,0.7594307195628149,2025-01-05 07:33:36.979473,2025-01-05 07:33:50.663441,0 days 00:00:13.683968,1,11,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,COMPLETE
70,70,0.3122068965517241,2025-01-05 07:33:50.663784,2025-01-05 07:34:21.935541,0 days 00:00:31.271757,7,11,5.0,,,,,,,,,,,10.0,5.0,10.0,1.0,8.0,,,,25,5.0,,,,,,,,,,,45.0,55.0,10.0,20.0,25.0,,,,COMPLETE
71,71,0.8054617256038388,2025-01-05 07:34:21.936234,2025-01-05 07:34:31.918632,0 days 00:00:09.982398,2,7,2.0,,,,,,,,,,,,,,,,,,,20,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
72,72,0.7006904066263608,2025-01-05 07:34:31.918999,2025-01-05 07:34:38.381664,0 days 00:00:06.462665,1,8,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
73,73,0.0,2025-01-05 07:34:38.381986,2025-01-05 07:38:06.615560,0 days 00:03:28.233574,20,10,9.0,6.0,11.0,11.0,15.0,10.0,15.0,15.0,1.0,1.0,1.0,2.0,14.0,15.0,9.0,5.0,13.0,15.0,5.0,20,50.0,25.0,20.0,45.0,35.0,35.0,30.0,60.0,60.0,60.0,60.0,10.0,45.0,55.0,10.0,55.0,60.0,15.0,35.0,COMPLETE
74,74,0.7853134819691756,2025-01-05 07:38:06.616488,2025-01-05 07:38:23.361458,0 days 00:00:16.744970,2,12,5.0,,,,,,,,,,,,,,,,,,,35,20.0,,,,,,,,,,,,,,,,,,,COMPLETE
75,75,0.7608635934414971,2025-01-05 07:38:23.362031,2025-01-05 07:38:32.555264,0 days 00:00:09.193233,1,9,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
76,76,0.5426637190760233,2025-01-05 07:38:32.555599,2025-01-05 07:38:56.391314,0 days 00:00:23.835715,3,6,6.0,,,,,,,,,,,14.0,,,,,,,,25,55.0,,,,,,,,,,,15.0,,,,,,,,COMPLETE
77,77,0.344779097189972,2025-01-05 07:38:56.391698,2025-01-05 07:39:05.105389,0 days 00:00:08.713691,14,8,4.0,15.0,4.0,4.0,7.0,,,,,,,1.0,7.0,3.0,13.0,11.0,7.0,7.0,1.0,20,40.0,35.0,40.0,20.0,30.0,,,,,,,55.0,20.0,25.0,30.0,40.0,25.0,35.0,45.0,COMPLETE
